Soil_Texture,Soil_Moisture_%,Bulk_Density_g_cm3,Porosity_%,Water_Holding_Capacity_%,pH_Level,Electrical_Conductivity_dS_m,Organic_Carbon_%,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Sulfur_mg_kg,Calcium_mg_kg,Magnesium_mg_kg,Temperature_C,Rainfall_mm,Humidity_%,Solar_Radiation_W_m2,Recommended_Crop,Soil_Health_Score
Sandy,8.32,1.37,48.88,26.05,7.72,1.95,1.19,67.36,44.66,69.17,43.94,1401.39,261.82,11.96,843.28,75.12,442.64,Millets,36.59542064
Loamy,8.33,1.18,33.47,30.2,5.24,2.29,1.04,228.12,35.34,284.09,10.48,1051.39,441.01,38.38,1210.4,64.81,603.81,Millets,49.08962504
Loamy,37.03,1.48,35.32,45.69,4.65,2.09,1.49,164.27,13.09,310.11,48.9,377.63,187.85,15.2,565.92,34.41,141.99,Millets,32.39257923
Sandy,5.14,1.47,38.42,22.21,5.32,1.03,1.24,126.16,34.07,324.66,51.2,1795.06,160.64,35.17,868.76,87.28,167.67,Peanuts,40.93564581
Loamy,24.33,1.15,31.06,32.83,5.4,2.02,2.08,98.33,47.01,193.84,53.19,393.43,268.04,31.18,892.54,69.92,346.27,Millets,36.31006604
Sandy,8.44,1.41,42.48,49.17,5.46,2.47,3.16,428.08,10.53,192.17,36.41,1328.12,184.14,36.23,1490.69,62.35,627.14,Vegetables,57.50588492
Loamy,19.21,1.56,41.36,39.18,6.84,0.31,0.78,325.04,7.23,106.26,10.97,278.46,406.28,11.41,723.83,77.3,744.42,Wheat,31.86579955
Loamy,13.69,1.3,33.89,28.37,5.57,1.91,2.64,367.5,45.56,202.42,32.05,1946.68,329.69,29.96,429.76,62.84,136.04,Vegetables,65.11067818
Clayey,35.82,1.53,42.23,22.42,4.99,2.07,2.58,99.66,41.97,170.95,28.36,1524.63,225.55,16.14,926.52,61.41,610.96,Millets,40.8495336
Clayey,16.76,1.41,35.16,16.63,5.86,2.01,1.46,206.38,39.28,232.4,27.23,1716.81,171.6,10.1,1268.52,54.79,441.58,Millets,42.26367338
Sandy,8.38,1.26,49.32,10.63,8.15,1.69,2.79,220.91,40.87,393.64,18.75,718.95,95.36,11.51,813.73,79.09,352.78,Corn,52.28151786
Loamy,10.89,1.39,31.17,23.77,8.12,0.56,1.18,230.7,16.4,168.23,39.76,1896.03,411.99,30.51,1132.36,69.77,174,Millets,33.95660443
Loamy,33.88,1.49,43.35,27.23,4.82,0.59,1.19,461.86,23.71,360.1,51.75,1219.24,421.67,35.48,999.94,81.69,791.09,Millets,62.51228762
Loamy,24.76,1.11,33.59,26.64,4.57,2.46,3.32,460.38,27.08,341.77,55.97,1695.77,68.69,35.76,809.1,43.9,795.02,Vegetables,61.1411389
Clayey,11.25,1.74,39.63,43.19,5.64,0.55,0.83,215.36,40.85,217.95,40.46,186.76,83.27,33.86,730.04,59.03,613.6,Millets,38.40147274
Clayey,21.74,1.28,30.77,34.17,5.34,1.61,3.48,60.18,26.03,97.7,54.75,1273.22,484.95,36.78,1034.85,56.05,677.66,Millets,33.7650836
Clayey,33.63,1.46,37.82,34.12,7.09,1.24,0.7,239.61,44.5,187.65,24.45,116.32,221.44,13.86,302.92,74.88,774.66,Millets,41.80265896
Loamy,34.26,1.36,38.24,14.15,8.03,1.75,1.61,498.25,19.02,273.97,17.39,565.81,229.94,16.69,508.11,49.09,674.85,Millets,46.56066545
Loamy,33.38,1.43,40.43,41.12,6.61,0.95,3.37,489.41,36.06,204.28,11.33,1407.92,390.03,12.21,247.57,71.13,225.43,Wheat,77.0182021
Clayey,39.16,1.56,39.41,30.53,6.9,0.87,3.37,483.78,49.54,182.04,36.75,1658.9,120.78,27.14,1387.61,84.3,113.11,Sugarcane,72.84365851
Loamy,20.22,1.22,35.77,14.91,5.39,1.12,2.93,198.23,15.46,281.14,54.88,341.79,137.27,22.16,717.8,52.5,380.89,Millets,24.87722245
Loamy,10.48,1.16,32.39,13.5,6.02,1.28,2.2,466.36,16.8,227.74,53.03,1155.28,84.49,16.3,1194.6,41.03,101.05,Millets,39.07515728
Clayey,39.22,1.67,35.17,45.28,6.63,0.7,3.18,398.03,14.49,266.07,18.13,435.71,387.87,39.16,1070.13,86.57,363.45,Sugarcane,57.61907436
Clayey,29.35,1.5,45.98,42.86,6.55,0.68,0.89,491.56,37.94,230.9,41.36,1328.07,105.63,13.5,1328.55,42.87,567.65,Millets,66.38237144
Sandy,6.82,1.31,44.81,49.9,5.4,2.38,1.3,297.93,47.46,147.17,37.45,512.56,232.43,38.44,1264.73,81.65,333.67,Millets,55.85890746
Clayey,30.82,1.49,35.65,24.45,6.25,0.92,0.83,210.69,20.23,195.7,11.76,1175.33,244.64,24.68,1161.53,31.98,618.89,Sugarcane,30.0298058
Clayey,13.65,1.39,38.18,19.11,7.14,0.65,0.59,98.75,33.38,151.5,12.76,662.94,237.36,14.31,239.8,56.85,438.28,Millets,22.8044378
Clayey,30.54,1.49,30.95,16.47,5.68,1.96,3.09,69.52,17.05,370.66,36.03,593.12,309.47,23.04,1242.45,44.34,399.48,Sugarcane,31.3193943
Loamy,19.03,1.65,40.68,31.2,5.44,0.77,1.85,198.6,14.93,326.05,9.02,1642.4,257.64,26.42,781.3,56.87,603.56,Millets,44.09259815
Loamy,14.32,1.31,39.42,19.74,4.88,1.63,1.43,169.18,12.88,212.12,54.13,258.43,93.24,18.95,992.68,43.9,201.89,Millets,14.43585317
Loamy,22.4,1.32,40.42,37.67,6.84,0.85,3.43,216.19,10.77,147.14,32.86,465.38,123.15,29.31,1475.03,84.68,428.7,Wheat,31.60632966
Loamy,21.76,1.55,43.66,22.09,5.72,1.11,2.73,451.27,19.52,372.85,30.17,1424.08,453.28,18.88,596.84,85.44,656.01,Vegetables,69.00748264
Clayey,15.71,1.3,44.42,11.3,6,0.62,0.61,138.68,13.52,364.99,51.96,1471.92,281.52,18.19,973.24,77.32,178.4,Millets,32.1240947
Clayey,12.52,1.41,36.21,17.05,6.99,0.4,1.65,132.13,9.72,187.55,32.5,659.23,347.98,13.32,777.43,70.6,732.67,Millets,20.05634457
Loamy,16.35,1.74,34.3,21.47,4.55,2.33,3.04,142.18,23.45,211.78,21.69,1421.43,142.85,39.92,957.77,72.54,738.69,Millets,31.59487736
Clayey,11.17,1.58,39.49,10.53,6.07,2.32,0.88,209.07,49.46,338.3,21.58,933.53,223.1,21.64,1459.43,47.52,193.2,Corn,48.9355851
Clayey,33.58,1.78,49.75,27.32,8.42,0.99,2.5,209.41,33.04,112.11,20.11,1097.62,409.2,18.94,452.59,33.77,374.91,Millets,46.27925859
Sandy,36.9,1.5,33.44,22.65,6.24,0.87,1.15,471.18,6.69,229,11.27,916.37,222.64,31.42,615.98,80.24,613.58,Millets,37.68982546
Sandy,25.36,1.42,34.9,38.39,5.93,1.42,1.78,122.61,9,315.9,58.36,1800.86,414.88,35.19,363.58,39.14,348.61,Peanuts,43.20086948
Clayey,32.18,1.48,39.48,43.26,6.68,0.47,3.13,499.7,22.58,397.09,30.85,1360.59,365.03,24.91,329.8,30.32,607.86,Vegetables,80.94566873
Sandy,35.04,1.16,49.29,32.76,5.01,0.19,3.21,131.88,17.45,245.92,30.42,1191.23,74.7,25.07,1243.2,65.6,708.76,Peanuts,34.65274509
Sandy,24.36,1.31,47.24,19.79,4.72,0.15,1.78,376.37,13.69,128.28,57.14,572.27,305.76,37.64,1412.9,34.57,738.22,Millets,30.92205539
Sandy,28.62,1.27,49.82,35.32,4.8,0.27,2.92,293.4,11.6,230.59,49.14,1028.74,87.6,14.78,1004.11,61.43,321.29,Millets,39.66143871
Loamy,39.92,1.69,42.11,26.38,6.29,1.26,3.33,444.55,43.92,159.36,10.06,112.07,452.46,23.01,887.46,69.3,195.12,Vegetables,63.87167383
Clayey,31.98,1.59,30.37,16,4.76,1.89,1.5,294.94,34.58,128.95,28.61,1978.64,385.68,32.35,627.64,30.2,182.05,Millets,41.46032097
Loamy,15.08,1.54,47.15,30.72,6.95,0.19,1.54,106.47,15.53,205.93,33.21,1851.57,369.7,28.61,1192.22,52.48,588.92,Millets,40.04843943
Loamy,24.82,1.8,31.85,42.49,6.69,1.93,2.54,184.82,20.1,240.58,5.44,1232.94,410.17,34.02,975.21,49.38,754.26,Millets,49.98742459
Sandy,5.68,1.36,43.29,13.11,6.64,0.27,2.95,425.67,18.51,299.37,18.26,1132.19,285.25,38.65,1249.52,30.64,570.97,Vegetables,53.97593149
Loamy,21.33,1.29,47.19,17.04,4.77,2.05,1.58,396.49,48.87,98.02,34.71,1067.94,263.45,17.07,1428.33,50.8,226.73,Millets,50.77026368
Clayey,17.29,1.73,41.07,23.58,6.3,1.06,1.2,370.3,16.34,247.92,28.96,277.52,226.05,37.52,875.48,64.9,264.57,Millets,38.2287125
Clayey,19.81,1.59,45.76,38.36,7.35,2.47,0.87,413.92,47.24,53.59,53.4,1442.56,444.85,31.13,522.76,87.5,132.18,Millets,66.54662405
Loamy,6.61,1.6,36.37,10.05,6.42,1.39,2.41,326.99,44.08,85.26,58.75,1427.12,155.14,20.43,713.73,68.84,427.66,Millets,42.14382027
Clayey,16.23,1.61,41.47,31.35,8.09,1.77,1.01,348.38,12.56,392.97,19.88,1862.48,185.92,13.22,209.82,83.34,440.45,Rice,55.59214464
Clayey,22.82,1.71,43.74,48.83,4.84,1.17,2.06,203.41,40.17,134.06,7.56,247.56,197.7,38.29,632.13,40.48,261,Millets,42.52361107
Sandy,20.96,1.7,48.03,48.64,6.74,0.87,1.44,199.22,6.26,323.2,10.76,578.51,97.11,31.34,783.35,35.94,592.16,Millets,40.67396577
Clayey,31.09,1.28,40.29,32.97,7.64,0.68,2.97,193.15,40.17,209.5,39.3,857.56,162.57,32.33,252.86,89.61,736.73,Millets,46.91638908
Sandy,39.01,1.25,41.69,31.24,6.58,1.71,0.29,345.74,47.28,247.91,13.79,444.26,370.01,33.42,212.51,56.92,167.87,Millets,57.61659447
Clayey,37.45,1.63,45.68,10.84,7.15,0.62,0.67,343.58,15.33,267.49,21.89,1358.33,224.92,15.49,1344.66,84.51,562.07,Sugarcane,40.03238385
Sandy,36.42,1.47,37.7,29.69,7.98,1.65,2.14,62.14,49.14,389.99,58.21,303.53,380.87,19.59,1312.8,53.11,478.95,Sugarcane,52.69187196
Clayey,30.8,1.25,42.89,32.3,7.59,1.87,2.89,466.62,33.62,135.04,24.12,1146.99,453.67,11.89,1215.41,48.61,219.63,Sugarcane,67.0231632
Clayey,35.45,1.39,46.85,14.86,8.48,2.48,1.38,164.27,23.91,195.56,49.77,659.75,202.15,12.03,631.99,60.77,552.66,Millets,28.00216441
Loamy,31.84,1.13,32.49,42.87,7.75,2.02,3.42,271.63,19.53,397.71,42.35,1939.32,261.51,10.02,782.67,55.73,391.62,Millets,65.98764306
Sandy,28.07,1.63,43.83,42.37,5.98,1.38,0.95,387.07,36.72,100.99,47.17,1638.61,271.04,33.82,346.21,84.6,447.3,Millets,57.25901703
Clayey,25.99,1.54,32.88,10.54,8.25,0.14,0.89,196.54,28.49,90.33,29.73,1050.61,176.91,28.38,1193.79,70.6,143.39,Millets,15.58060602
Loamy,16.66,1.75,41.44,15.97,6.25,1.58,2.18,261.81,9.6,133.17,8.07,1401.19,259.82,26.95,1092.65,39.72,538.19,Millets,30.98790632
Clayey,12.69,1.65,33.06,48.25,6.76,0.31,2.49,393.5,14.99,213.15,32.46,799.14,107.31,22.39,823.46,40.36,543.54,Millets,47.20528477
Sandy,16.11,1.46,34.24,41.39,7.73,1.33,0.29,179,26.88,384.61,29.7,522.11,252.75,28.21,1258.47,79.53,398.1,Millets,43.68049834
Sandy,11.06,1.35,30.41,29.99,6.09,0.99,2.48,78.04,17.34,357.02,25.97,1340.83,455,19.51,1331.43,32.04,129.09,Peanuts,41.88668293
Sandy,22.98,1.16,32.89,28.97,6.78,2.43,2.87,141.43,27,306.66,54.94,1768.22,138.47,35.06,408.48,73.06,323.2,Millets,47.30234743
Sandy,29.47,1.79,44.35,44.15,4.91,2.34,2.56,65.43,6.35,371.53,59.37,141.35,239.44,27.66,1473.2,80.6,657.26,Peanuts,35.18347717
Sandy,39.74,1.23,40.65,20.23,6.18,0.58,3.17,190.31,47.28,265.21,45.57,553.64,64.83,13.99,1306.56,30.37,569.86,Peanuts,44.25378357
Sandy,34.66,1.19,48.25,49.98,8.49,0.58,0.93,330.75,40.06,198.58,38.67,1533.93,130.18,22.13,427.7,46.94,339.45,Millets,58.65028461
Clayey,12.29,1.16,47.93,27.37,7.86,1.12,2.07,344.8,39.99,129.57,26.71,794.7,477.4,39.89,1426.04,30.16,752.11,Millets,56.58132683
Sandy,36.57,1.32,36.16,10.93,5.01,1.55,2.58,300.41,8.99,53.98,10.18,1362.75,96.36,25.03,693.88,87.69,671.82,Vegetables,16.94683245
Clayey,8.73,1.19,45.59,37.82,6.34,0.76,0.48,419.04,40.12,276.03,16.33,1462.28,141.74,21.14,1100.79,59.95,480.57,Millets,63.34280482
Sandy,5.63,1.44,46.82,49.31,7.53,1.48,1.86,400.87,15.8,145.4,16.26,1708.13,57.77,24.36,887.94,43.2,722.33,Millets,53.43001588
Sandy,5.78,1.11,45.88,40.44,5.83,0.43,1.91,418.92,29.54,392.59,7.6,1665.55,54,14.42,941.76,40.07,425.5,Millets,68.13316349
Clayey,30.07,1.12,31.81,12.54,6.63,0.54,0.77,80.92,24.15,233.48,12.45,757.91,363.75,13.7,629.68,43.51,232.27,Millets,20.25021836
Loamy,25.87,1.21,31.91,28.04,7.33,2.08,1.1,251.21,35.96,396.76,49.41,550.76,459.16,16.04,1245.9,60.59,176.99,Wheat,56.65279496
Loamy,36.85,1.23,43.76,24.45,6.56,1.08,2.18,156.8,49.04,116.33,26.77,1013.22,444.17,38.82,849.32,41.08,528.61,Millets,48.37223942
Sandy,12.3,1.18,44.4,13.95,7.15,1.66,2.78,339.07,15.77,211.7,22.01,280.19,322.67,18.28,1052.18,51.87,464.36,Vegetables,40.45488031
Sandy,28.12,1.47,30.29,20.03,5.95,0.92,1.39,313.57,47.63,92.06,35.57,327.01,207.27,36.06,286.45,80.68,238.79,Millets,33.63249524
Clayey,13.43,1.34,44.17,20.21,8.26,1.69,0.82,454.5,43.99,96.42,17.99,192.45,483.04,18.04,977.36,76.12,661.17,Millets,51.07067819
Loamy,22.37,1.61,45.16,25.3,6.92,2.14,0.39,94.85,31.1,298.6,18.11,546.21,373.84,19.84,776.45,77.71,339.45,Millets,40.76217337
Loamy,36.78,1.32,30.48,21.8,7.37,1.76,2.5,75.05,10.12,270.58,31.44,1606.83,491.31,31.19,1000.18,40.07,428.32,Sugarcane,35.07017073
Clayey,15.01,1.36,41.41,40.19,6.73,0.21,2.29,216.1,32.17,232.62,36.84,1520.84,170.82,27.84,606.97,71.41,643.88,Millets,51.62348661
Sandy,36.76,1.45,49.15,40.91,7.27,2.48,2.99,191.11,12.27,350.13,32.13,596.51,288.71,28.13,802.59,54.45,361.97,Millets,54.34311079
Loamy,16.58,1.62,48.54,44.21,4.76,0.57,1.94,184.9,9.28,101.78,25.19,1423.22,347.43,24.04,613.96,85.39,318.63,Millets,34.51475414
Clayey,36.41,1.79,34.74,29.88,8.26,0.72,1.62,131.41,47.31,86.14,31.66,158.52,117.17,19.56,1390.38,30.72,300.64,Sugarcane,25.35370501
Sandy,36.1,1.5,40.82,19.29,5.04,1.78,1.72,123.74,33.06,211.76,50.5,677.53,346.64,21.91,1291.43,31.37,555.49,Peanuts,33.09618919
Sandy,12.89,1.75,39.29,32.46,7.92,2.24,1.89,250.76,42.83,219.83,9.96,1026.74,415.54,36.89,1482.42,32.27,270.99,Millets,58.42131897
Clayey,24.56,1.11,31.38,14.72,5.13,1.26,0.26,435.3,39.09,236.16,57.99,830.27,447.83,14.89,400.57,81.21,584.74,Millets,47.34028995
Loamy,21.28,1.69,45.13,33.91,4.86,0.78,2.77,75.06,33.65,181.03,36.45,274.84,218.29,32.01,245.36,60.54,561.6,Millets,31.96093089
Clayey,27.59,1.52,37.43,12.8,5.57,1.81,0.49,140.19,12.42,256.61,15.4,1029.28,230.91,26.83,921.31,79.45,698.45,Millets,19.55117552
Clayey,19.65,1.13,35.21,44.93,7.64,0.99,0.96,262.71,11.36,335.9,31.5,862.65,265.35,30.57,1412.01,50.37,346.96,Rice,43.57694649
Clayey,38.66,1.11,46.95,30.3,8.3,1.78,2.14,428.31,32.68,321.64,54.1,1656.68,291.16,39.3,839.27,68.64,587.86,Rice,71.09284018
Sandy,21.4,1.44,30.8,10.73,6.14,0.7,1.85,354.79,12.39,54.05,21.95,235.42,81.29,29.94,232.4,72.5,166.28,Millets,11.01719648
Sandy,6.12,1.6,49.24,25.22,6.48,1.64,3.28,268.35,45.24,57.36,7.82,910.09,253.72,17.47,252.21,60.99,623.26,Millets,51.42877147
Clayey,10.63,1.72,43.7,31.13,7.67,1.01,3.08,290.33,47.05,109.79,8.77,221.7,200.95,39.65,835.84,68.01,625.88,Millets,49.12551595
Sandy,11.69,1.13,31.73,46.41,6.28,2,3.38,331.6,31.35,342.01,16.17,274.12,415.25,26.24,411.61,52.85,756.44,Vegetables,66.00720989
Clayey,15.72,1.17,35.88,14.55,7.48,1.54,1.35,424.34,36.18,395.35,29.42,346.79,394.91,14.3,687.78,44.18,165.65,Millets,59.68593817
Loamy,9.64,1.11,35.36,18.5,7.7,1.11,1.43,63.91,9.27,144.82,55.78,698.45,223.6,19.73,982.48,40.14,608.01,Millets,8.74581471
Clayey,35.53,1.62,44.62,16.22,7.09,1.99,2.4,497.33,28.56,183.78,37.37,426.12,214.31,23.21,1341.38,70.18,304.12,Sugarcane,53.54107231
Sandy,25.04,1.67,43.41,42.64,5.41,0.47,2.4,418.08,42.59,362.66,17.45,1465.52,75.59,37.13,407.15,77.42,315.09,Corn,73.37476694
Sandy,37.11,1.72,48.74,11.43,5.32,0.11,1.65,409.39,47.51,81.91,38.41,913.06,257.35,36.74,1153.62,81.16,117.72,Sugarcane,46.47572349
Loamy,26.29,1.49,46.36,42.01,7.55,0.54,1.65,73.48,31.17,229.3,33.67,949.55,331.63,39,1319.27,77.5,787.85,Millets,43.95700294
Loamy,15.8,1.31,32.65,26.4,7.01,1.8,2.89,205,34.35,130.86,54.48,1738.03,255.27,29.88,649.26,70.31,768.03,Wheat,45.49083371
Sandy,30.64,1.3,30.86,28.88,7.97,1.2,0.78,385.78,49.51,347.22,51.04,1540.95,408.57,31.99,1399.72,37.56,634.4,Sugarcane,69.14720231
Clayey,23.19,1.52,31.64,32.85,6.05,0.2,2.21,470.46,8.16,214.03,39.38,1801.34,85.37,25.38,986.59,72.24,410.89,Millets,44.71996262
Loamy,20.51,1.21,46.89,41.01,8.48,2.28,1.99,451.73,8.4,202.57,17.04,1901.56,406.88,15.45,821.83,70.99,275.32,Millets,62.28542755
Clayey,23.94,1.69,49.23,22.98,5.57,0.73,0.72,414.12,12.1,118.14,34.7,398.93,489.81,29.3,397.69,73.4,507.3,Millets,37.72850215
Loamy,35.91,1.26,40.99,15.84,7.5,1.28,2.48,236.14,30.71,58.02,35.38,998.42,450.5,30.74,936.66,66.16,695.92,Wheat,37.37885047
Sandy,19.38,1.58,32.72,11.57,8.22,1.94,2.83,477.87,27.7,365.98,17.47,1245.98,78.77,12.7,780.42,85.27,542.3,Vegetables,56.50670234
Clayey,26.15,1.31,37.71,47.89,4.86,0.82,0.69,440.2,35.21,221.15,24.7,1787.04,331.47,34.69,1374.22,74.39,358.88,Millets,63.88643937
Clayey,14.57,1.11,39.58,21.61,6.55,0.75,2.02,432.65,44.8,326.96,53.5,920.36,230.9,17.12,536.79,54.28,133.15,Corn,64.78991585
Loamy,14.7,1.38,37.79,20.15,8.04,0.23,2.59,173,19.93,269.38,46.49,1170.44,178.85,39.07,603.16,37.75,257.88,Millets,33.30040091
Loamy,30.54,1.64,46.41,35.89,6.63,1.09,1.34,171.96,45.75,186.66,54.94,1532.24,185.68,11.29,1276.68,44.57,436.3,Sugarcane,52.39422759
Sandy,31.25,1.4,41.68,21.96,5.8,1.31,0.47,151.93,49.03,255.34,53.62,489.93,308.62,20.75,1081.94,80.53,734.19,Peanuts,41.13993903
Loamy,20.86,1.4,37.13,16.96,5.68,2.14,3.26,308.14,19,321.15,58.84,766.69,216.32,12.26,960.79,79.71,186.05,Vegetables,45.2618705
Sandy,33.76,1.52,47.68,47.9,6.98,0.86,2.69,235.79,20.78,382.55,15.15,1325.68,258.47,27.2,488.68,33.56,737.06,Millets,66.16874744
Clayey,26.9,1.57,45.07,27.54,5.78,0.59,3.27,146.61,46.88,365.28,34.19,538.9,186.97,29.44,925.71,40.1,366.8,Corn,55.32541387
Loamy,5.97,1.16,48.82,21.23,4.78,0.23,0.51,109.23,46.87,193.09,22.79,129.06,383.64,27.32,799.65,89.72,363.42,Millets,31.64087695
Clayey,5.26,1.13,40.91,38.15,7.08,0.29,3.08,279.75,28.24,177.73,15.71,1894.52,90.16,27.51,1474.92,87.03,505.3,Millets,52.11886751
Clayey,11.23,1.3,45.15,35,7.73,2.4,3.46,103.87,25.82,349.26,58.51,1054.32,303.79,29,1295.35,52.24,288.55,Rice,55.14129876
Loamy,39.65,1.41,33.28,42.94,7.03,1.38,1.92,446.84,20.26,110.96,52.71,1192.83,258.21,21.32,1165.68,37.23,221.85,Wheat,51.06669038
Sandy,17.06,1.22,36.28,21.2,7.28,1.08,0.96,201.77,33.44,191.9,7.23,795.83,471.69,19.45,858.38,53.95,231.6,Millets,39.36682988
Sandy,30.75,1.54,43.31,31.74,6.92,2.25,1.59,304.64,10.79,188.58,58.05,831.46,374.94,13.2,1339.58,55.72,770.56,Sugarcane,43.95544492
Sandy,39.85,1.58,46.16,12.12,8.21,1.02,0.77,273.54,30.29,175.19,49.08,397.65,73.44,23.33,514.32,75.73,294.4,Millets,26.54049201
Loamy,24.52,1.18,45.35,40.5,5.45,2.48,1.22,369.88,10.92,377.08,59.74,1360.36,276.47,25.46,574.91,32.68,122.08,Millets,59.22333569
Loamy,29.78,1.48,45.83,29.8,8.25,1.39,3.38,379.55,39.23,223.45,25.25,1432.93,412.73,18.57,923.5,78.29,697.13,Vegetables,70.73102609
Sandy,30.12,1.26,34.85,10.24,4.54,0.63,2.12,225,41.72,166.33,27.21,308.57,473.34,29.45,230.52,76.94,508.13,Millets,33.06253912
Loamy,7.07,1.57,45.46,36.87,4.8,2.01,1.7,489.44,17.49,181.44,19.59,553.82,233.95,20.06,1238.51,44.9,209.73,Millets,49.84052705
Loamy,7.31,1.34,30.29,20.89,7.05,1.74,2.65,104.46,14.27,83.65,25.43,1799,416.98,10.63,945.56,35.15,782.16,Millets,27.64658748
Clayey,15.04,1.48,47.83,43.15,6.16,1.62,3.3,255.25,49.76,294.37,20.19,203.98,258.8,12.51,1103.79,60.28,712.59,Millets,68.11228186
Sandy,33,1.78,37.7,30.32,7.29,0.24,2.72,89.5,35.15,87.43,32.7,1517.5,165.43,12.17,1004.48,40.65,335.42,Sugarcane,33.6264196
Clayey,10.3,1.79,40.43,12.09,7.8,0.83,1.76,208.44,14.72,158.42,43.8,1727.89,332.35,30.77,510.09,56.85,548.61,Millets,31.3389644
Loamy,20.32,1.3,43.92,15.59,8.25,0.77,2.25,499.23,25.32,152.29,23.56,728.2,140.65,20.55,1475.97,83.9,466.27,Millets,43.82906354
Loamy,11.87,1.34,32.27,28.54,6.01,2.4,1.82,345.72,24.4,234.58,23.19,1126.66,162.3,35.52,942.16,46.95,199.38,Millets,44.65113038
Clayey,9.29,1.37,33.92,19.24,5.58,1.67,0.36,477.08,29.48,312.77,9.05,507.41,316.86,29.22,297.76,75.97,550.47,Millets,49.67368571
Loamy,31.91,1.62,46.64,13.39,6.36,0.24,1.83,173.47,33.35,372.7,48.8,1966.76,202.61,16.86,298.17,52.82,247.6,Millets,51.88039672
Loamy,19.25,1.69,44.76,26.61,8.13,2.13,0.51,86.58,16.68,108.73,45.08,1969.45,450.15,22.81,1321.98,45.54,241.72,Millets,31.31337096
Sandy,8.72,1.17,36.39,39.03,5.37,0.38,1.39,77.06,11.12,220.14,16.54,1414.88,463.21,32.88,564.91,81.1,158.81,Peanuts,30.66683641
Clayey,5.37,1.69,45.91,24.05,4.98,1.61,1.13,157.44,47.95,375.9,10.69,981.21,401.54,38.92,379.12,68.33,729.81,Corn,57.54174691
Sandy,14.19,1.52,40.77,36.13,5.63,1.45,1.95,405.82,34.79,251.84,34.22,1409.7,246.52,18.16,694.2,44.67,358.7,Millets,62.99876516
Sandy,18.59,1.25,40.05,34.46,5.79,1.43,2.38,257.36,14.6,100.61,18.14,976.75,103.65,32.51,598.75,52.36,101.94,Millets,29.31070268
Clayey,8.06,1.28,49.65,22.45,5.25,1.94,1.42,214.65,25.29,324.42,14.05,354.76,245.18,21.23,947.32,74.49,727.21,Millets,41.0137731
Clayey,35.52,1.26,49.32,18.58,7.11,1.27,1.73,343.84,31.92,84.47,55.86,616.96,105.63,38.38,751.55,32.72,470.51,Millets,37.51844305
Loamy,37.38,1.55,47.02,42.55,5.85,2.45,0.72,395.39,39.32,213.31,39.7,736.38,356,13.2,1411.89,32.9,245.86,Sugarcane,64.07553618
Clayey,32.7,1.14,30.75,19.93,6.15,0.88,2.97,342.74,15.44,98.84,45.54,1899.73,242.63,39.56,431.6,60.76,419.55,Vegetables,36.24716527
Sandy,27.62,1.52,39.87,12.34,7.74,2.32,1.25,469.25,38.58,154.1,59.44,296.02,393.34,38.46,708.47,82,492.42,Millets,50.31284325
Loamy,9.2,1.18,37.11,22.49,6.37,0.54,1.51,177.18,15.1,53.71,9.54,768.21,54.8,17.07,1311.27,42.24,716.63,Millets,10.64572111
Sandy,16.27,1.29,44.49,37.53,6.16,0.9,0.88,50.67,41.07,105.35,15.26,1169.11,127.5,22.6,580.08,75.11,107.62,Peanuts,30.58710626
Loamy,27.01,1.61,34.53,20.15,5.73,2.29,0.72,50.57,28.55,264.71,13.96,743.94,445.35,10.71,201.17,83.59,660.26,Millets,30.02327185
Loamy,25.92,1.18,37.6,36.08,7.05,1.83,3.29,310.89,17.68,115.38,46.68,263.14,217.12,24.07,399.66,75.84,207.48,Wheat,38.96151481
Clayey,9.59,1.41,44.52,31.21,4.76,2.13,1.35,74.62,22.31,120.91,51.22,668.79,226.21,38.9,753.77,33.16,533.24,Millets,21.08889359
Loamy,29.26,1.14,36.62,15.89,6.78,0.76,3.48,125.77,31.06,306.8,49.16,792.96,91.15,38.22,1269,50.98,498.19,Millets,36.60765663
Sandy,25.25,1.43,31.98,19.27,4.69,1.06,2.99,348.23,35.18,279.42,33.94,448.83,251.58,27.12,1340.71,84.75,649.79,Vegetables,45.53801888
Sandy,9.67,1.27,41.29,38.95,6.87,2.01,3.2,128.64,20.53,243.18,35.91,749.8,108.23,35.95,270.01,51.09,374.35,Millets,40.45379101
Sandy,34.07,1.68,36.55,28.92,6.82,1.81,1.22,69.54,29.95,216.28,31.64,1704.8,159.42,24.94,635.33,30.81,380.49,Millets,35.53672571
Sandy,38.79,1.67,41.62,33.97,4.85,1.49,0.26,394.04,40.3,183.95,24.94,469.58,330.56,22.84,1004.3,72.95,214.83,Sugarcane,49.53778288
Loamy,13.07,1.47,36.1,39.96,4.96,1.87,2.08,483.38,28.07,126.88,5.97,750.43,285.91,32.17,1415.78,50.85,603.05,Millets,52.37745257
Loamy,27.96,1.54,47.41,22.02,7.78,1.94,1.41,335,19,143.34,10.82,814.79,333.36,27.02,969.38,57.18,515.25,Millets,40.9617848
Sandy,28.26,1.65,33.26,37.87,5.59,1.94,0.41,338.3,30.51,332.31,8.6,1949.49,147.72,15.48,677.94,68.03,561.01,Millets,56.32042163
